Geo_QNAME,Geo_NAME,Geo_FIPS,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T028_000,SE_T028_001,SE_T028_002,SE_T028_003,SE_T028_004,SE_T028_005,SE_T028_006,SE_T028_007,SE_T028_008,SE_T028_009,SE_T029_000,SE_T029_001,SE_T029_002,SE_T029_003,SE_T029_004,SE_T029_005,SE_T029_006,SE_T029_007,SE_T029_008,SE_T029_009,SE_T030_000,SE_T030_001,SE_T030_002,SE_T030_003,SE_T030_004,SE_T030_005,SE_T030_006,SE_T030_007,SE_T030_008,SE_T030_009,SE_T031_000,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_000,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009
"Census Tract 5760.01, Los Angeles County, California","Census Tract 5760.01","06037576001","00","06","037",,"576001",,,,,,,,5921,1303,4618,2635,670,20,884,23,63,323,4969,912,4057,2401,646,18,743,21,23,205,952,391,561,234,24,2,141,2,40,118,19.1587844636748,42.8728070175439,13.8279516884397,9.74593919200333,3.71517027863777,11.1111111111111,18.9771197846568,9.52380952380952,173.913043478261,57.5609756097561,0,3.6526243150023,-3.6526243150023,-3.81696360366207,-1.68494760404221,-0.0244651444597443,-0.0227962939554738,-0.0341723482075951,0.601139665147016,1.32958101417779
"Census Tract 5762, Los Angeles County, California","Census Tract 5762","06037576200","00","06","037",,"576200",,,,,,,,7148,2970,4178,1850,1229,46,543,40,91,379,6158,2861,3297,1503,1219,41,302,52,19,161,990,109,881,347,10,5,241,-12,72,218,16.0766482624229,3.80985669346382,26.7212617531089,23.0871590153027,0.820344544708778,12.1951219512195,79.8013245033113,-23.0769230769231,378.947368421053,135.403726708075,0,-4.90980563497367,4.90980563497367,1.47409032758512,-2.6017675198508,-0.0222639309959901,2.69234082606999,-0.284832919648292,0.964541645637096,2.68769720617654
"Census Tract 5763.01, Los Angeles County, California","Census Tract 5763.01","06037576301","00","06","037",,"576301",,,,,,,,4564,2143,2421,759,925,20,472,25,36,184,4176,2137,2039,615,823,8,453,33,14,93,388,6,382,144,102,12,19,-8,22,91,9.2911877394636,0.280767430978007,18.7346738597352,23.4146341463415,12.3936816524909,150,4.19426048565121,-24.2424242424242,157.142857142857,97.8494623655914,-5.32907051820075E-15,-4.21894570535358,4.21894570535357,1.90313749785931,0.559454971608558,0.246641213427759,-0.505895715595314,-0.242464766740206,0.453532728231268,1.8045397765622
"Census Tract 5763.02, Los Angeles County, California","Census Tract 5763.02","06037576302","00","06","037",,"576302",,,,,,,,3901,2205,1696,385,625,19,520,19,14,114,4101,2434,1667,319,681,5,568,9,7,78,-200,-229,29,66,-56,14,-48,10,7,36,-4.87685930260912,-9.40838126540674,1.73965206958608,20.6896551724138,-8.22320117474302,280,-8.45070422535211,111.111111111111,100,46.1538461538462,0,-2.82740949947434,2.82740949947434,2.09067370354584,-0.584172985112327,0.365133118819032,-0.520365013103824,0.26759593276685,0.188192262270767,1.02035248028801
"Census Tract 5764.01, Los Angeles County, California","Census Tract 5764.01","06037576401","00","06","037",,"576401",,,,,,,,4060,2657,1403,239,528,12,469,28,19,108,4779,3233,1546,281,511,9,640,25,8,72,-719,-576,-143,-42,17,3,-171,3,11,36,-15.0449884913162,-17.8162697185277,-9.2496765847348,-14.9466192170818,3.32681017612524,33.3333333333333,-26.71875,12,137.5,50,0,-2.20678625802335,2.20678625802335,0.00680831676350899,2.31231259090211,0.107242585325578,-1.84019885851174,0.166533180365247,0.300581258110968,1.15350718506768
"Census Tract 5764.02, Los Angeles County, California","Census Tract 5764.02","06037576402","00","06","037",,"576402",,,,,,,,4705,3116,1589,402,504,17,536,30,27,73,5181,3476,1705,307,520,4,796,12,4,62,-476,-360,-116,95,-16,13,-260,18,23,11,-9.18741555684231,-10.3567318757192,-6.80351906158358,30.9446254071661,-3.07692307692308,325,-32.6633165829146,150,575,17.741935483871,5.55111512312578E-15,-0.863877475965169,0.863877475965175,2.61860501082903,0.675336044539426,0.284112574331003,-3.97169335106345,0.40600403542659,0.496652425553107,0.354860736349463
"Census Tract 5764.03, Los Angeles County, California","Census Tract 5764.03","06037576403","00","06","037",,"576403",,,,,,,,4830,2943,1887,438,570,10,694,11,20,144,5033,2693,2340,371,865,32,939,10,12,111,-203,250,-453,67,-295,-22,-245,1,8,33,-4.03337969401947,9.28332714444857,-19.3589743589744,18.0592991913747,-34.1040462427746,-68.75,-26.0915867944622,10,66.6666666666667,29.7297297297297,1.15463194561016E-14,7.42482226004026,-7.42482226004025,1.69697388539984,-5.38532641090542,-0.428764358134861,-4.28833467232209,0.0290546163437256,0.175652289094872,0.775922390483677
"Census Tract 5765.01, Los Angeles County, California","Census Tract 5765.01","06037576501","00","06","037",,"576501",,,,,,,,3094,1480,1614,754,458,14,193,20,27,148,3369,1564,1805,926,577,9,177,7,9,100,-275,-84,-191,-172,-119,5,16,13,18,48,-8.16265954289107,-5.37084398976982,-10.5817174515235,-18.5745140388769,-20.6239168110919,55.5555555555556,9.03954802259887,185.714285714286,200,48,1.11022302462516E-14,1.4112474224569,-1.41124742245688,-3.11615296162989,-2.32389962629342,0.185347102742734,0.984095261503464,0.438635622753794,0.605515169969625,1.8152120084968
"Census Tract 5765.02, Los Angeles County, California","Census Tract 5765.02","06037576502","00","06","037",,"576502",,,,,,,,4190,1856,2334,1197,561,18,281,6,33,238,4543,2076,2467,1180,793,24,260,31,19,160,-353,-220,-133,17,-232,-6,21,-25,14,78,-7.77019590578913,-10.597302504817,-5.3911633563032,1.44067796610169,-29.2559899117276,-25,8.07692307692308,-80.6451612903226,73.6842105263158,48.75,-5.55111512312578E-15,-1.40073348438706,1.40073348438705,2.59399311905279,-4.0664044502886,-0.0986910019716136,0.983353445227964,-0.539170388286524,0.369363656852027,2.15828910380102
"Census Tract 5765.03, Los Angeles County, California","Census Tract 5765.03","06037576503","00","06","037",,"576503",,,,,,,,4093,1902,2191,1264,485,17,213,17,27,168,4454,2090,2364,1230,655,17,316,16,13,117,-361,-188,-173,34,-170,0,-103,1,14,51,-8.10507409070499,-8.99521531100478,-7.31810490693739,2.76422764227642,-25.9541984732824,0,-32.5949367088608,6.25,107.692307692308,43.5897435897436,5.55111512312578E-15,-0.454530943177761,0.454530943177767,3.26636724445813,-2.85638320805967,0.0336638796828695,-1.89073945451679,0.0561156084659858,0.367790364812892,1.47771650833435
"Census Tract 5766.01, Los Angeles County, California","Census Tract 5766.01","06037576601","00","06","037",,"576601",,,,,,,,4770,1414,3356,2079,548,20,379,33,57,240,4399,1134,3265,2145,599,20,311,21,12,157,371,280,91,-66,-51,0,68,12,45,83,8.43373493975904,24.6913580246914,2.78713629402756,-3.07692307692308,-8.51419031719533,0,21.8649517684887,57.1428571428571,375,52.8662420382166,5.77315972805081E-15,3.86501982773863,-3.86501982773863,-5.17617640372812,-2.12826147356722,-0.0353615720744613,0.875704074158269,0.214442676365841,0.922179283170418,1.46245358793665
"Census Tract 5766.02, Los Angeles County, California","Census Tract 5766.02","06037576602","00","06","037",,"576602",,,,,,,,4403,1129,3274,2160,446,23,326,32,38,249,3995,891,3104,2315,327,13,279,8,12,150,408,238,170,-155,119,10,47,24,26,99,10.2127659574468,26.7115600448934,5.47680412371134,-6.69546436285097,36.3914373088685,76.9230769230769,16.8458781362007,300,216.666666666667,66,-5.77315972805081E-15,3.33872939630136,-3.33872939630137,-8.88997347069938,1.94422564885644,0.196964352158345,0.420313036082749,0.526526884474319,0.56267245253478,1.90054170029139
"Census Tract 5767, Los Angeles County, California","Census Tract 5767","06037576700","00","06","037",,"576700",,,,,,,,4153,1021,3132,2272,242,11,310,12,46,239,4047,785,3262,2617,226,15,246,9,9,140,106,236,-130,-345,16,-4,64,3,37,99,2.6192241166296,30.0636942675159,-3.98528510116493,-13.1830340084066,7.07964601769912,-26.6666666666667,26.0162601626016,33.3333333333333,411.111111111111,70.7142857142857,3.5527136788005E-15,5.18755335141964,-5.18755335141964,-9.95774368245116,0.242729436465618,-0.105776152600396,1.38590678240046,0.0665607953167189,0.885246083060518,2.2955233863886
"Census Tract 5768.01, Los Angeles County, California","Census Tract 5768.01","06037576801","00","06","037",,"576801",,,,,,,,4286,1523,2763,1702,437,17,320,27,26,234,4325,1561,2764,1813,476,23,307,19,12,114,-39,-38,-1,-111,-39,-6,13,8,14,120,-0.901734104046243,-2.43433696348495,-0.0361794500723589,-6.12244897959184,-8.19327731092437,-26.0869565217391,4.23452768729642,42.1052631578947,116.666666666667,105.263157894737,5.55111512312578E-15,-0.558187835647178,0.558187835647184,-2.20838919023896,-0.809793412616423,-0.135151683529383,0.367903026118103,0.19065164441831,0.329169577519495,2.82379787397603
"Census Tract 5768.02, Los Angeles County, California","Census Tract 5768.02","06037576802","00","06","037",,"576802",,,,,,,,3989,1273,2716,1692,415,18,307,13,30,241,3992,1186,2806,1974,383,19,258,18,13,141,-3,87,-90,-282,32,-1,49,-5,17,100,-0.0751503006012024,7.33558178752108,-3.20741268709907,-14.2857142857143,8.35509138381201,-5.26315789473684,18.9922480620155,-27.7777777777778,130.769230769231,70.9219858156028,0,2.20334125257283,-2.20334125257283,-7.0322520197075,0.809421550546569,-0.0247109912982144,1.23323860054026,-0.125005589017092,0.426416884910458,2.50955031145269
"Census Tract 5769.01, Los Angeles County, California","Census Tract 5769.01","06037576901","00","06","037",,"576901",,,,,,,,5366,2939,2427,749,662,11,784,14,25,182,6092,3408,2684,670,774,11,1051,15,20,143,-726,-469,-257,79,-112,0,-267,-1,5,39,-11.9172685489166,-13.7617370892019,-9.575260804769,11.7910447761194,-14.4702842377261,0,-25.4043767840152,-6.66666666666667,25,27.2727272727273,1.11022302462516E-14,-1.17144032525012,1.17144032525013,2.96022548039026,-0.368250865288584,0.0244297342597993,-2.64162332372133,0.0146774186048731,0.137596975582991,1.04438490542212
"Census Tract 5769.03, Los Angeles County, California","Census Tract 5769.03","06037576903","00","06","037",,"576903",,,,,,,,3814,2226,1588,554,532,24,340,11,12,115,3802,2211,1591,491,625,13,341,6,16,99,12,15,-3,63,-93,11,-1,5,-4,16,0.315623356128353,0.67842605156038,-0.188560653676933,12.8309572301426,-14.88,84.6153846153846,-0.293255131964809,83.3333333333333,-25,16.1616161616162,-5.55111512312578E-15,0.210319024541217,-0.210319024541222,1.61117696175694,-2.4901060822182,0.287335316300559,-0.0544382706973698,0.130599438873422,-0.106200832118,0.41131444356143
"Census Tract 5769.04, Los Angeles County, California","Census Tract 5769.04","06037576904","00","06","037",,"576904",,,,,,,,3239,1541,1698,809,510,9,245,6,20,99,3288,1297,1991,969,499,12,389,14,6,102,-49,244,-293,-160,11,-3,-144,-8,14,-3,-1.49026763990268,18.8126445643793,-14.7162230035158,-16.5118679050568,2.20440881763527,-25,-37.0179948586118,-57.1428571428571,233.333333333333,-2.94117647058824,5.32907051820075E-15,8.12994045352077,-8.12994045352077,-4.49395821455212,0.569201467215633,-0.0870999655205828,-4.26683726090703,-0.240548395505206,0.434992777350854,-0.0456908616023238
"Census Tract 5770, Los Angeles County, California","Census Tract 5770","06037577000","00","06","037",,"577000",,,,,,,,7264,2573,4691,2658,824,24,676,45,50,414,6995,1894,5101,3117,908,22,696,29,30,299,269,679,-410,-459,-84,2,-20,16,20,115,3.84560400285918,35.8500527983105,-8.03763967849441,-14.725697786333,-9.2511013215859,9.09090909090909,-2.8735632183908,55.1724137931034,66.6666666666667,38.4615384615385,0,8.34477230432058,-8.34477230432058,-7.96899059428856,-1.63708816555564,0.0158861112248207,-0.643796859304789,0.204911547896074,0.25944822135383,1.42485743435368
"Census Tract 5771, Los Angeles County, California","Census Tract 5771","06037577100","00","06","037",,"577100",,,,,,,,7051,1850,5201,3787,371,18,467,17,62,479,6700,1420,5280,4049,426,28,463,15,12,287,351,430,-79,-262,-55,-10,4,2,50,192,5.23880597014925,30.2816901408451,-1.49621212121212,-6.47073351444801,-12.9107981220657,-35.7142857142857,0.863930885529158,13.3333333333333,416.666666666667,66.8989547038328,-2.66453525910038E-15,5.04338328214269,-5.04338328214269,-6.72414201859798,-1.09654394316885,-0.162627509170923,-0.287273743324225,0.0172199560981082,0.70020342197677,2.50978055404441
"Census Tract 5772, Los Angeles County, California","Census Tract 5772","06037577200","00","06","037",,"577200",,,,,,,,5750,1321,4429,3317,276,12,429,14,20,361,5414,946,4468,3712,211,20,338,10,18,159,336,375,-39,-395,65,-8,91,4,2,202,6.20613224972294,39.6405919661734,-0.872873769024172,-10.6411637931034,30.8056872037915,-40,26.9230769230769,40,11.1111111111111,127.044025157233,7.99360577730113E-15,5.50069545943689,-5.50069545943688,-10.8760283323429,0.902696712227558,-0.160716981738167,1.21779605210324,0.0587719439135253,0.0153547164356499,3.34143042996418
"Census Tract 5773, Los Angeles County, California","Census Tract 5773","06037577300","00","06","037",,"577300",,,,,,,,5535,1150,4385,3531,166,14,324,12,47,291,5547,814,4733,4114,124,15,299,7,21,153,-12,336,-348,-583,42,-1,25,5,26,138,-0.216333153055706,41.2776412776413,-7.35263046693429,-14.1711229946524,33.8709677419355,-6.66666666666667,8.36120401337793,71.4285714285714,123.809523809524,90.1960784313726,5.32907051820075E-15,6.10227555313231,-6.10227555313231,-10.3721780322184,0.763654076057616,-0.017480578627672,0.463357472947364,0.0906078287391852,0.470558806904096,2.4992048730655
"Census Tract 5774, Los Angeles County, California","Census Tract 5774","06037577400","00","06","037",,"577400",,,,,,,,3173,567,2606,2133,87,1,191,4,29,161,3253,452,2801,2484,61,6,154,6,6,84,-80,115,-195,-351,26,-5,37,-2,23,77,-2.45926836766062,25.4424778761062,-6.96179935737237,-14.1304347826087,42.6229508196721,-83.3333333333333,24.025974025974,-33.3333333333333,383.333333333333,91.6666666666667,8.43769498715119E-15,3.97465783239288,-3.97465783239287,-9.13683497470249,0.86669252140791,-0.1529292120372,1.28544825988646,-0.0583814654251611,0.729516423008498,2.49183061546911
"Census Tract 5775.01, Los Angeles County, California","Census Tract 5775.01","06037577501","00","06","037",,"577501",,,,,,,,3440,412,3028,2610,36,5,174,15,22,166,3433,347,3086,2847,28,6,122,5,5,73,7,65,-58,-237,8,-1,52,10,17,93,0.203903291581707,18.7319884726225,-1.87945560596241,-8.3245521601686,28.5714285714286,-16.6666666666667,42.6229508196721,200,340,127.397260273973,4.21884749357559E-15,1.86896673192475,-1.86896673192475,-7.05828856718986,0.230898461580149,-0.0294254127178751,1.50439645303111,0.290401303355259,0.493889675448282,2.69916135456818
"Census Tract 5775.04, Los Angeles County, California","Census Tract 5775.04","06037577504","00","06","037",,"577504",,,,,,,,1393,194,1199,1028,10,7,54,1,9,90,1448,155,1293,1177,15,5,52,2,5,37,-55,39,-94,-149,-5,2,2,-1,4,53,-3.79834254143646,25.1612903225806,-7.26991492652746,-12.6593033135089,-33.3333333333333,40,3.84615384615385,-50,80,143.243243243243,-1.33226762955019E-15,3.22235685134433,-3.22235685134433,-7.48697116204542,-0.318036512475559,0.157208695410755,0.285365263571211,-0.0663340379878873,0.300783713357633,3.90562718882495
"Census Tract 5776.02, Los Angeles County, California","Census Tract 5776.02","06037577602","00","06","037",,"577602",,,,,,,,3370,475,2895,2256,114,11,325,7,25,157,3426,400,3026,2488,105,16,318,7,5,87,-56,75,-131,-232,9,-5,7,0,20,70,-1.63455925277291,18.75,-4.3291473892928,-9.32475884244373,8.57142857142857,-31.25,2.20125786163522,0,400,80.4597701149425,-8.43769498715119E-15,2.41953225552201,-2.41953225552202,-5.67751233801217,0.317990718558206,-0.140607433814728,0.361955442843261,0.00339522693454312,0.595896972185123,2.11934915578375
"Census Tract 5776.04, Los Angeles County, California","Census Tract 5776.04","06037577604","00","06","037",,"577604",,,,,,,,1300,175,1125,937,30,2,96,6,8,46,1394,129,1265,1095,35,2,86,1,1,45,-94,46,-140,-158,-5,0,10,5,7,1,-6.74318507890961,35.6589147286822,-11.0671936758893,-14.4292237442922,-14.2857142857143,0,11.6279069767442,500,700,2.22222222222222,1.77635683940025E-15,4.20759298090718,-4.20759298090718,-6.47400949122614,-0.203068094029357,0.0103741308906302,1.21531839752787,0.3898024500607,0.543648603906854,0.310341021962256
"Census Tract 5776.05, Los Angeles County, California","Census Tract 5776.05","06037577605","00","06","037",,"577605",,,,,,,,4799,693,4106,3299,97,8,399,8,22,273,4803,501,4302,3671,88,11,350,9,12,161,-4,192,-196,-372,9,-3,49,-1,10,112,-0.083281282531751,38.3233532934132,-4.55602045560205,-10.1334786161809,10.2272727272727,-27.2727272727273,14,-11.1111111111111,83.3333333333333,69.5652173913043,3.5527136788005E-15,4.00952780215637,-4.00952780215636,-7.68790881680057,0.189066212307313,-0.0623221308381227,1.02711991016589,-0.0206814895722472,0.208584991746277,2.33661352083509
"Census Tract 5776.06, Los Angeles County, California","Census Tract 5776.06","06037577606","00","06","037",,"577606",,,,,,,,3547,681,2866,2197,124,0,233,11,29,272,3452,484,2968,2479,111,6,227,7,11,127,95,197,-102,-282,13,-6,6,4,18,145,2.75202780996524,40.702479338843,-3.4366576819407,-11.3755546591367,11.7117117117117,-100,2.6431718061674,57.1428571428571,163.636363636364,114.173228346457,7.99360577730113E-15,5.17846589793539,-5.17846589793538,-9.87377415869857,0.280384807751299,-0.173812282734647,-0.00696653872627878,0.107340232684027,0.498936479867602,3.98942556192118
"Census Tract 5777, Los Angeles County, California","Census Tract 5777","06037577700","00","06","037",,"577700",,,,,,,,4672,2431,2241,199,657,14,1106,114,20,131,4635,2315,2320,189,790,7,1103,129,9,93,37,116,-79,10,-133,7,3,-15,11,38,0.798274002157497,5.01079913606911,-3.4051724137931,5.29100529100529,-16.8354430379747,100,0.271985494106981,-11.6279069767442,122.222222222222,40.8602150537634,0,2.08732784353711,-2.08732784353711,0.181747905306556,-2.98172869471413,0.148632723027589,-0.124250048026484,-0.343103027884914,0.233907434499269,0.797465864254998
"Census Tract 5778, Los Angeles County, California","Census Tract 5778","06037577800","00","06","037",,"577800",,,,,,,,5085,3802,1283,650,118,8,368,28,35,76,5093,3585,1508,965,126,17,329,14,1,56,-8,217,-225,-315,-8,-9,39,14,34,20,-0.157078342823483,6.05299860529986,-14.920424403183,-32.6424870466321,-6.34920634920635,-52.9411764705882,11.854103343465,100,3400,35.7142857142857,5.32907051820075E-15,4.37819584248225,-4.37819584248224,-6.16488090445926,-0.153433260335151,-0.176466011439921,0.777124636143349,0.275752034768835,0.668664125534479,0.395043537305431
"Census Tract 5779, Los Angeles County, California","Census Tract 5779","06037577900","00","06","037",,"577900",,,,,,,,5481,1489,3992,1498,959,7,1160,44,27,297,5454,1073,4381,1857,1039,23,1185,55,12,210,27,416,-389,-359,-80,-16,-25,-11,15,87,0.495049504950495,38.7698042870457,-8.87925131248573,-19.3322563274098,-7.69971126082772,-69.5652173913043,-2.10970464135021,-20,125,41.4285714285714,2.66453525910038E-15,7.49294141236784,-7.49294141236784,-6.71762578556706,-1.55343120518948,-0.293994916733053,-0.563151553250565,-0.205660960184689,0.272588835238204,1.56833417331881
"Census Tract 5780, Los Angeles County, California","Census Tract 5780","06037578000","00","06","037",,"578000",,,,,,,,7189,4075,3114,676,1198,19,940,50,35,196,6089,3844,2245,355,778,20,873,79,10,130,1100,231,869,321,420,-1,67,-29,25,66,18.0653637707341,6.00936524453694,38.7082405345212,90.4225352112676,53.9845758354756,-5,7.67468499427262,-36.7088607594937,250,50.7692307692308,6.21724893790088E-15,-6.4464123431217,6.4464123431217,3.57306939232013,3.8872092066169,-0.0641684901119324,-1.26179754789969,-0.601914555277228,0.322624337500718,0.591389999972815
"Census Tract 5781, Los Angeles County, California","Census Tract 5781","06037578100","00","06","037",,"578100",,,,,,,,2094,657,1437,730,151,5,395,9,13,134,1980,424,1556,974,145,3,301,4,2,127,114,233,-119,-244,6,2,94,5,11,7,5.75757575757576,54.9528301886792,-7.64781491002571,-25.0513347022587,4.13793103448276,66.6666666666667,31.2292358803987,125,550,5.51181102362205,0,9.9612167520477,-9.9612167520477,-14.3304101183757,-0.1121530491158,0.0872623078926804,3.66139909119852,0.227779224913895,0.519811293450262,-0.0149055020115182
"Census Tract 5990, Los Angeles County, California","Census Tract 5990","06037599000","00","06","037",,"599000",,,,,,,,3322,1803,1519,1334,27,4,27,8,11,108,3569,1993,1576,1470,10,6,41,10,4,35,-247,-190,-57,-136,17,-2,-14,-2,7,73,-6.92070608013449,-9.5333667837431,-3.61675126903553,-9.25170068027211,170,-33.3333333333333,-34.1463414634146,-20,175,208.571428571429,5.55111512312578E-15,-1.56743912772184,1.56743912772184,-1.03147563582249,0.532572865984752,-0.0477049258034898,-0.336017775651561,-0.0393717456949594,0.219049615990529,2.27038672871906
"Census Tract 5991, Los Angeles County, California","Census Tract 5991","06037599100","00","06","037",,"599100",,,,,,,,553,223,330,252,40,0,17,5,2,14,527,158,369,343,2,1,12,0,0,11,26,65,-39,-91,38,-1,5,5,2,3,4.93358633776091,41.1392405063291,-10.5691056910569,-26.530612244898,1900,-100,41.6666666666667,,,27.2727272727273,0,10.3444726195909,-10.3444726195909,-19.5157687411428,6.85376641469164,-0.189753320683112,0.79710120062725,0.904159132007233,0.361663652802893,0.444359042106022
"Census Tract 6001, Los Angeles County, California","Census Tract 6001","06037600100","00","06","037",,"600100",,,,,,,,7098,4547,2551,90,2224,12,23,9,64,129,6657,3668,2989,59,2801,11,17,2,33,66,441,879,-438,31,-577,1,6,7,31,63,6.62460567823344,23.9640130861505,-14.6537303445969,52.5423728813559,-20.599785790789,9.09090909090909,35.2941176470588,350,93.9393939393939,95.4545454545455,0,8.96040382815437,-8.96040382815437,0.381677693009894,-10.7432404205032,0.00382211010699241,0.0686646525035266,0.0967527174758429,0.405943647875218,0.825975771377373
"Census Tract 6002.01, Los Angeles County, California","Census Tract 6002.01","06037600201","00","06","037",,"600201",,,,,,,,4690,3071,1619,53,1413,10,28,10,23,82,4600,2776,1824,27,1728,2,14,4,16,33,90,295,-205,26,-315,8,14,6,7,49,1.95652173913044,10.6268011527378,-11.2390350877193,96.2962962962963,-18.2291666666667,400,100,150,43.75,148.484848484849,-6.21724893790088E-15,5.13191804950402,-5.13191804950403,0.543107444145731,-7.43728562158153,0.169741355335126,0.292667099286178,0.12626309446556,0.142579030314267,1.03100954853064
"Census Tract 6002.02, Los Angeles County, California","Census Tract 6002.02","06037600202","00","06","037",,"600202",,,,,,,,7071,4166,2905,95,2510,8,32,33,37,190,6205,3196,3009,64,2825,10,21,6,26,57,866,970,-104,31,-315,-2,11,27,11,133,13.9564867042707,30.3504380475594,-3.45629777334663,48.4375,-11.1504424778761,-20,52.3809523809524,450,42.3076923076923,233.333333333333,0,7.4098527072763,-7.4098527072763,0.31208949949465,-10.0306993267664,-0.0480221845626796,0.114115935399564,0.369998738477496,0.104247114366986,1.76841751631404
"Census Tract 6003.02, Los Angeles County, California","Census Tract 6003.02","06037600302","00","06","037",,"600302",,,,,,,,3472,1248,2224,31,2048,4,30,1,20,90,3318,898,2420,29,2296,8,8,1,9,69,154,350,-196,2,-248,-4,22,0,11,21,4.64135021097046,38.9755011135858,-8.09917355371901,6.89655172413793,-10.801393728223,-50,275,0,122.222222222222,30.4347826086957,0,8.88020377607964,-8.88020377607964,0.018836648583484,-10.2121371210795,-0.125901728596706,0.622946197670575,-0.00133679441560209,0.304789126757277,0.512599895000875
"Census Tract 6003.03, Los Angeles County, California","Census Tract 6003.03","06037600303","00","06","037",,"600303",,,,,,,,3813,2172,1641,26,1444,13,11,0,46,101,3664,1835,1829,27,1709,2,11,8,27,45,149,337,-188,-1,-265,11,0,-8,19,56,4.06659388646288,18.3651226158038,-10.2788408966648,-3.7037037037037,-15.5061439438268,550,0,-100,70.3703703703704,124.444444444444,-6.21724893790088E-15,6.88114351385801,-6.88114351385802,-0.0550217767989766,-8.77256987987544,0.286353740421472,-0.0117315847760534,-0.218340611353712,0.469499597447024,1.42066700107767
"Census Tract 6003.04, Los Angeles County, California","Census Tract 6003.04","06037600304","00","06","037",,"600304",,,,,,,,3781,2374,1407,52,1234,7,18,1,13,82,3424,1986,1438,50,1330,2,6,1,10,39,357,388,-31,2,-96,5,12,0,3,43,10.4264018691589,19.5367573011078,-2.1557719054242,4,-7.21804511278196,250,200,0,30,110.25641025641,0,4.78528587353887,-4.78528587353887,-0.0849828334985306,-6.20658939063246,0.126724992399281,0.300830888332464,-0.00275757785484233,0.0517683103169562,1.02971973739826
"Census Tract 6004, Los Angeles County, California","Census Tract 6004","06037600400","00","06","037",,"600400",,,,,,,,3988,817,3171,80,2844,5,52,5,28,157,3985,512,3473,68,3266,3,22,8,27,79,3,305,-302,12,-422,2,30,-3,1,78,0.0752823086574655,59.5703125,-8.69565217391304,17.6470588235294,-12.9210042865891,66.6666666666667,136.363636363636,-37.5,3.7037037037037,98.7341772151899,0,7.63827870059363,-7.63827870059363,0.299619057926603,-10.6433981996177,0.05009381972769,0.751841471717537,-0.0753766947014192,0.0245655410396812,1.95437630331396
"Census Tract 6005.01, Los Angeles County, California","Census Tract 6005.01","06037600501","00","06","037",,"600501",,,,,,,,2632,492,2140,78,1867,1,34,11,30,119,2479,333,2146,28,2028,1,10,14,15,50,153,159,-6,50,-161,0,24,-3,15,69,6.17184348527632,47.7477477477478,-0.279589934762349,178.571428571429,-7.93885601577909,0,240,-21.4285714285714,100,138,2.66453525910038E-15,5.26017329764551,-5.26017329764551,1.83403813921439,-10.872529858716,-0.00234492533635119,0.888404849979953,-0.14681071762685,0.534734934544398,2.5043342802949
"Census Tract 6006.01, Los Angeles County, California","Census Tract 6006.01","06037600601","00","06","037",,"600601",,,,,,,,2571,361,2210,56,1976,4,27,0,30,117,2461,180,2281,29,2181,5,13,1,5,47,110,181,-71,27,-205,-1,14,-1,25,70,4.46972775294596,100.555555555556,-3.11266988163086,93.1034482758621,-9.39935809261807,-20,107.692307692308,-100,500,148.936170212766,-1.77635683940025E-15,6.72712913437173,-6.72712913437173,0.999758030013445,-11.7652571875438,-0.0475879575125359,0.521934476550643,-0.0406338886631451,0.963691700208195,2.64096569257547
"Census Tract 6006.02, Los Angeles County, California","Census Tract 6006.02","06037600602","00","06","037",,"600602",,,,,,,,2370,1441,929,46,743,5,15,6,26,88,2551,1605,946,15,859,6,14,0,11,41,-181,-164,-17,31,-116,-1,1,6,15,47,-7.0952567620541,-10.2180685358255,-1.79704016913319,206.666666666667,-13.5040745052387,-16.6666666666667,7.14285714285714,,136.363636363636,114.634146341463,0,-2.11481556831358,2.11481556831358,1.35292356600456,-2.32285841409094,-0.0242314174800318,0.0841070019699398,0.253164556962025,0.665842963874513,2.10586731107351
"Census Tract 6007.02, Los Angeles County, California","Census Tract 6007.02","06037600702","00","06","037",,"600702",,,,,,,,4182,647,3535,122,3138,8,61,3,52,151,4191,770,3421,82,3170,7,50,1,7,104,-9,-123,114,40,-32,1,11,2,45,47,-0.214745884037223,-15.974025974026,3.33235895936861,48.780487804878,-1.00946372239748,14.2857142857143,22,200,642.857142857143,45.1923076923077,2.66453525910038E-15,-2.90163693670285,2.90163693670286,0.960690856645397,-0.60240448292731,0.0242714541339695,0.265599544285476,0.0478753576958482,1.07639962247448,1.129204584395
