,Tract,Permit Type,Permit Sub-Type,Issue Date,# of Residential Dwelling Units,AFFD,Zone,Census Tract,Latitude,Longitude,geometry
23493,TR 1200,Bldg-New,Apartment,2016-03-11,11,NOAH,[Q]R3-1,1281.02,34.19273,-118.44638,POINT (-118.44638 34.19273)
23494,TR 8332,Bldg-New,Apartment,2020-05-14,11,NOAH,[Q]R3-1,1252.0,34.16955,-118.38282,POINT (-118.38282 34.16955)
23495,TR 9476,Bldg-New,Apartment,2017-11-17,11,NOAH,RD1.5-1,2676.0,34.03927,-118.45196,POINT (-118.45196 34.03927)
23496,TR 22382,Bldg-New,Apartment,2020-09-11,11,NOAH,CR-1VL,1098.0,34.25718,-118.47495,POINT (-118.47495 34.25718)
23498,TR 6836,Bldg-New,Apartment,2021-04-05,11,NOAH,R3-1,1413.02,34.15437,-118.45765,POINT (-118.45765 34.15437)
23499,ZAHN TRACT,Bldg-Alter/Repair,Commercial,2018-06-20,11,NOAH,C2-1D,1911.2,34.09185,-118.30385,POINT (-118.30385 34.09185)
23500,TR 3911,Bldg-New,Apartment,2016-12-20,11,NOAH,[Q]C1-1XL,1952.02,34.10131,-118.27345,POINT (-118.27345 34.10131)
23501,TR 4791,Bldg-New,Apartment,2019-04-30,11,NOAH,[Q]C2-1,2393.1,33.97582,-118.27416,POINT (-118.27416 33.97582)
23504,GILLIS SUBDIVISION,Bldg-New,Apartment,2021-12-15,11,NOAH,R3-1,2677.0,34.04145,-118.44822,POINT (-118.44822 34.04145)
23505,PECKHAM'S MONETA AVENUE SQUARE NO. 1,Bldg-Alter/Repair,Apartment,2022-08-17,11,AH,C2-1VL-CPIO,2397.01,33.96752,-118.27406,POINT (-118.27406 33.96752)
23506,TR 9553,Bldg-New,Apartment,2019-06-25,11,NOAH,R3-1,1238.0,34.17798,-118.3967,POINT (-118.3967 34.17798)
23507,TR 7514,Bldg-New,Apartment,2022-02-28,11,NOAH,[Q]R3-1-O,2655.2,34.04926,-118.44329,POINT (-118.44329 34.04926)
23513,CABLE ROAD TRACT,Bldg-New,Apartment,2018-04-13,11,NOAH,R3-1,2086.1,34.07334,-118.27887,POINT (-118.27887 34.07334)
23515,WESTBORO,Bldg-New,Apartment,2016-06-16,11,NOAH,R3-1,1924.2,34.07711,-118.31194,POINT (-118.31194 34.07711)
23517,TR 11181,Bldg-New,Apartment,2019-09-17,11,NOAH,RD1.5-1,1237.0,34.17954,-118.40794,POINT (-118.40794 34.17954)
23518,TR 54405-C,Bldg-New,Apartment,2016-06-30,11,NOAH,(Q)R3-1,1288.02,34.17189,-118.45862,POINT (-118.45862 34.17189)
23519,TR 1200,Bldg-New,Apartment,2020-11-10,11,NOAH,[Q]R3-1,1283.02,34.18643,-118.45479,POINT (-118.45479 34.18643)
23520,TR 5567,Bldg-New,Apartment,2022-10-14,11,NOAH,[Q]R3-1,2677.0,34.0408,-118.45044,POINT (-118.45044 34.0408)
23521,TR 9553,Bldg-New,Apartment,2022-11-07,11,NOAH,R3-1,1238.0,34.1778,-118.3967,POINT (-118.3967 34.1778)
23522,BREARLEY AND SINSABAUGH TRACT,Bldg-New,1 or 2 Family Dwelling,2021-10-04,11,NOAH,RD2-1-CPIO,2226.0,34.01977,-118.29544,POINT (-118.29544 34.01977)
23523,TR 7516,Bldg-New,Apartment,2021-02-22,12,NOAH,R3-1,1255.02,34.15577,-118.36501,POINT (-118.36501 34.15577)
23524,TR 11041,Bldg-New,Apartment,2016-11-22,12,NOAH,R3-1,1899.02,34.09589,-118.34726,POINT (-118.34726 34.09589)
23525,TR 5609,Bldg-New,Apartment,2018-06-21,12,NOAH,R3-1-O,2672.0,34.04855,-118.43747,POINT (-118.43747 34.04855)
23526,HYDE PARK,Bldg-New,Apartment,2016-12-06,12,NOAH,R3-1,2349.02,33.98181,-118.33365,POINT (-118.33365 33.98181)
23527,TR 6790,Bldg-New,Apartment,2022-04-18,12,NOAH,R4-1,1945.0,34.07786,-118.36251,POINT (-118.36251 34.07786)
23528,TR 11569,Bldg-New,Apartment,2020-02-21,12,NOAH,R3-1,2761.0,33.97234,-118.37618,POINT (-118.37618 33.97234)
23529,TR 14642,Bldg-Addition,Commercial,2020-03-03,12,NOAH,C2-1VL,1272.2,34.20517,-118.44904,POINT (-118.44904 34.20517)
23530,SAN VICENTE PARK,Bldg-New,Commercial,2019-03-14,12,NOAH,[Q]C4-1L-CDO,2643.02,34.04457,-118.46718,POINT (-118.46718 34.04457)
23531,TR 9617,Bldg-New,Apartment,2017-03-14,12,NOAH,[Q]R4-1VL,2653.05,34.0654,-118.44812,POINT (-118.44812 34.0654)
23533,TR 6630,Bldg-New,Apartment,2016-05-16,12,NOAH,R3-1-RIO,1411.02,34.1533,-118.43644,POINT (-118.43644 34.1533)
23534,BOSSHARD TRACT,Bldg-New,Apartment,2018-09-27,12,NOAH,R3-1,2423.0,33.95252,-118.24589,POINT (-118.24589 33.95252)
23535,TR 4677,Bldg-New,Apartment,2017-12-21,12,NOAH,[Q]R3-1-O,2656.01,34.0555,-118.4319,POINT (-118.4319 34.0555)
23536,TR 23928,Bldg-New,Apartment,2018-03-27,12,NOAH,(T)(Q)RD1.5-1,1175.2,34.23113,-118.46351,POINT (-118.46351 34.23113)
23537,MANSFIELD'S LINCOLN TRACT,Bldg-New,Apartment,2016-03-11,12,NOAH,R3-1,1909.02,34.09167,-118.31619,POINT (-118.31619 34.09167)
23539,TR 8835,Bldg-New,Apartment,2021-04-15,12,NOAH,R3-1,1254.02,34.16064,-118.37434,POINT (-118.37434 34.16064)
23540,TR 9617,Bldg-New,Apartment,2017-06-22,12,AH,[Q]R4-1VL,2653.03,34.06504,-118.45264,POINT (-118.45264 34.06504)
23541,OWENSMOUTH,Bldg-New,Apartment,2021-08-18,12,NOAH,(T)(Q)RAS4-1VL-RIO,1345.2,34.19664,-118.60139,POINT (-118.60139 34.19664)
23542,TR 6318,Bldg-New,Apartment,2021-09-03,12,NOAH,R3-1-RIO,1431.0,34.15127,-118.3632,POINT (-118.3632 34.15127)
23543,TR 11569,Bldg-New,Apartment,2021-11-30,12,AH,R3-1,2761.0,33.97263,-118.37524,POINT (-118.37524 33.97263)
23544,MORGAN'S REPLAT OF LOTS 61 TO 73 INCLUSIVE OF MORGAN'S HOLLYWOOD TRACT,Bldg-New,Apartment,2017-02-08,12,NOAH,R3-1,1903.01,34.10364,-118.31211,POINT (-118.31211 34.10364)
23545,ARDMORE HEIGHTS,Bldg-New,Apartment,2022-02-17,12,NOAH,R3-1,1926.1,34.08169,-118.30031,POINT (-118.30031 34.08169)
23547,TR 3125,Bldg-New,Apartment,2021-12-09,12,NOAH,R3-1,1926.2,34.07864,-118.3003,POINT (-118.3003 34.07864)
23549,MANSFIELD'S LINCOLN TRACT,Bldg-New,Apartment,2021-12-13,12,NOAH,R3-1,1909.02,34.09365,-118.3162,POINT (-118.3162 34.09365)
23550,SUBDIVISION OF LOT 2 BLOCK 39 HANCOCK'S SURVEY,Bldg-New,Apartment,2021-12-16,12,AH,CW,2080.0,34.06764,-118.25657,POINT (-118.25657 34.06764)
23552,KNOB HILL TRACT,Bldg-New,Apartment,2021-12-28,12,NOAH,R3-1,2088.02,34.06285,-118.27706,POINT (-118.27706 34.06285)
23554,WEST ADAMS TERRACE,Bldg-Alter/Repair,Apartment,2017-07-28,12,NOAH,[Q]C2-1,2187.02,34.03275,-118.33225,POINT (-118.33225 34.03275)
23555,LA PALOMA ADDITION,Bldg-New,Apartment,2016-10-26,12,NOAH,R3-1,1925.1,34.083,-118.30564,POINT (-118.30564 34.083)
23557,TR 9658,Bldg-New,Apartment,2019-09-16,12,NOAH,[Q]C2-1VL,1241.02,34.17923,-118.38204,POINT (-118.38204 34.17923)
23559,TR 13283,Bldg-New,Apartment,2022-06-23,12,NOAH,R3-1,1283.02,34.18642,-118.45854,POINT (-118.45854 34.18642)
23563,TR 6516,Bldg-New,Apartment,2017-12-14,12,NOAH,R3-1,1241.05,34.18071,-118.3865,POINT (-118.3865 34.18071)
23565,HOLLYWOOD SQUARE,Bldg-New,Apartment,2016-06-01,12,NOAH,R3-1XL,1901.0,34.09468,-118.34142,POINT (-118.34142 34.09468)
23566,TR 8294,Bldg-New,Apartment,2019-01-23,12,NOAH,[Q]RD1.5-1-RIO,1287.02,34.15784,-118.44721,POINT (-118.44721 34.15784)
23568,"J. W. ELLIS' SUBDIVISION OF PART OF LOT 3 BLOCK 38, HANCOCK'S SURVEY",Bldg-New,Apartment,2019-04-25,12,NOAH,R3-1,2083.01,34.06175,-118.26723,POINT (-118.26723 34.06175)
23569,HOTEL TRACT,Bldg-Alter/Repair,Commercial,2017-11-13,12,NOAH,M2-2D,2073.01,34.04159,-118.25312,POINT (-118.25312 34.04159)
23571,TR 6318,Bldg-New,Apartment,2018-09-26,12,NOAH,C2-1VL-RIO,1431.0,34.15208,-118.36511,POINT (-118.36511 34.15208)
23572,TR 8637,Bldg-New,Apartment,2017-10-02,12,NOAH,[Q]R3-1,1241.04,34.18546,-118.38328,POINT (-118.38328 34.18546)
23575,HYDE PARK,Bldg-New,Apartment,2018-04-26,12,NOAH,R3-1,2352.02,33.9769,-118.33366,POINT (-118.33366 33.9769)
23576,TR 9491,Bldg-New,Apartment,2019-12-02,12,NOAH,R3-1,1431.0,34.15194,-118.35674,POINT (-118.35674 34.15194)
23577,ARDMORE HEIGHTS,Bldg-New,Apartment,2017-04-20,12,NOAH,R3-1,1926.1,34.0826,-118.30019,POINT (-118.30019 34.0826)
23578,CLARK AND BRYAN'S WESTMORELAND TRACT,Bldg-New,Apartment,2022-09-30,12,AH,R4-1,2134.01,34.05332,-118.28524,POINT (-118.28524 34.05332)
23579,TR 4713,Bldg-New,Apartment,2022-10-06,12,NOAH,[Q]R3-1-O,2167.0,34.04898,-118.36808,POINT (-118.36808 34.04898)
23580,TR 10000,Bldg-New,Apartment,2019-04-17,12,NOAH,R3-1,1413.02,34.15008,-118.46623,POINT (-118.46623 34.15008)
23581,TR 6088,Bldg-New,Apartment,2022-11-10,12,NOAH,[Q]R3-1,1255.02,34.15891,-118.36916,POINT (-118.36916 34.15891)
23585,TR 3842,Bldg-New,Apartment,2016-02-19,13,NOAH,R3-1,2723.01,34.00074,-118.41863,POINT (-118.41863 34.00074)
23586,CROSBY TRACT,Bldg-New,Apartment,2017-11-27,13,NOAH,[Q]R3-1,2312.1,34.01515,-118.29876,POINT (-118.29876 34.01515)
23588,TR 1081,Bldg-New,Apartment,2017-08-09,13,NOAH,R3-1,1233.04,34.19409,-118.40698,POINT (-118.40698 34.19409)
23589,TR 3617,Bldg-New,Apartment,2021-03-11,13,NOAH,R4-1L,1253.1,34.1714,-118.37619,POINT (-118.37619 34.1714)
23590,COUNTRY CLUB PARK,Bldg-New,Apartment,2021-10-22,13,AH,R3-1,2126.2,34.0552,-118.31307,POINT (-118.31307 34.0552)
23591,FIRTH'S BOULEVARD TRACT,Bldg-New,Apartment,2020-01-07,13,NOAH,R3-1,2423.0,33.95026,-118.24646,POINT (-118.24646 33.95026)
23592,CULVER GARDENS,Bldg-New,Apartment,2020-06-04,13,NOAH,R3-1,2752.0,33.99516,-118.42596,POINT (-118.42596 33.99516)
23594,LA PALOMA TRACT,Bldg-New,Apartment,2018-05-30,13,NOAH,R3-1,1909.01,34.09365,-118.3112,POINT (-118.3112 34.09365)
23596,TR 9721,Bldg-New,Apartment,2018-04-11,13,NOAH,R3-1-O,2169.0,34.05541,-118.36046,POINT (-118.36046 34.05541)
23598,"BLOCKS NO'S. 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23 & 24 ELYSIAN HEI",Bldg-New,Apartment,2018-04-19,13,NOAH,[Q]C2-1VL,1974.1,34.0864,-118.25188,POINT (-118.25188 34.0864)
23599,HAYS TRACT,Bldg-New,Apartment,2021-04-28,13,NOAH,R3-1,2084.01,34.06377,-118.27046,POINT (-118.27046 34.06377)
23600,NORMANDIE PLACE,Bldg-New,Apartment,2018-01-12,13,NOAH,R3-1,2114.2,34.07197,-118.30058,POINT (-118.30058 34.07197)
23601,SHAFER AND LANTERMAN TRACT,Bldg-New,Apartment,2018-03-16,13,NOAH,R3-1XL,1912.04,34.09407,-118.29625,POINT (-118.29625 34.09407)
23602,HIGHLAND PARK ADDITION,Bldg-New,Apartment,2018-11-27,13,NOAH,[Q]C4-1VL,1837.02,34.10543,-118.18459,POINT (-118.18459 34.10543)
23603,TR 6380,Bldg-New,Apartment,2016-12-13,13,NOAH,R3-1-O,2691.0,34.05588,-118.39295,POINT (-118.39295 34.05588)
23605,SOUTH PARK AVENUE HOME TRACT,Bldg-New,Apartment,2021-10-20,13,AH,C2-1-CPIO,2285.0,34.00401,-118.26823,POINT (-118.26823 34.00401)
23606,TR 7637,Bldg-New,Apartment,2018-11-26,13,NOAH,R3-1,1241.02,34.17551,-118.3821,POINT (-118.3821 34.17551)
23607,TR 6088,Bldg-New,Apartment,2018-03-27,13,NOAH,[Q]R3-1,1255.02,34.15889,-118.36851,POINT (-118.36851 34.15889)
23611,MIDWAY PARK,Bldg-New,Apartment,2016-03-23,13,NOAH,R3-1,2718.02,34.01743,-118.4117,POINT (-118.4117 34.01743)
23612,TR 4353,Bldg-New,Apartment,2016-03-02,13,AH,R3-1,2148.0,34.07387,-118.37406,POINT (-118.37406 34.07387)
23614,TR 7676,Bldg-New,Apartment,2016-05-10,13,NOAH,R3-1,2711.0,34.03286,-118.4331,POINT (-118.4331 34.03286)
23615,TR 3901,Bldg-New,Apartment,2016-06-27,13,NOAH,R3-1,2751.02,33.99413,-118.40741,POINT (-118.40741 33.99413)
23616,SHORT LINE VILLA TRACT,Bldg-New,Apartment,2017-10-03,13,NOAH,RD1.5-1,2011.2,34.09625,-118.15699,POINT (-118.15699 34.09625)
23617,TR 8539,Bldg-New,Apartment,2016-05-02,13,NOAH,R3-1,2756.03,33.98529,-118.40735,POINT (-118.40735 33.98529)
23619,TR 6318,Bldg-New,Apartment,2016-03-14,13,NOAH,C2-1VL-RIO,1431.0,34.15208,-118.36528,POINT (-118.36528 34.15208)
23620,IVANHOE,Bldg-New,Apartment,2017-01-26,13,NOAH,RD2-1VL,1951.0,34.10303,-118.27254,POINT (-118.27254 34.10303)
23623,TR 5654,Bldg-New,Apartment,2017-08-23,13,NOAH,(Q)R3-1,1394.01,34.1725,-118.53724,POINT (-118.53724 34.1725)
23624,WESTGATE,Bldg-New,Apartment,2019-12-23,13,NOAH,R3-1,2643.01,34.05056,-118.46334,POINT (-118.46334 34.05056)
23625,BONITO TRACT,Bldg-New,Apartment,2019-12-04,13,AH,R3-1,2216.02,34.03871,-118.30013,POINT (-118.30013 34.03871)
23626,TR 11028,Bldg-New,Apartment,2019-07-23,13,NOAH,[Q]R3-1VL,2622.0,34.07916,-118.46803,POINT (-118.46803 34.07916)
23627,TR 6153,Bldg-New,Apartment,2017-12-14,14,NOAH,R3-1,2717.01,34.02397,-118.41335,POINT (-118.41335 34.02397)
23629,WESTERN WILSHIRE HEIGHTS,Bldg-New,Apartment,2017-05-18,14,NOAH,R4P-2,2126.1,34.06079,-118.31283,POINT (-118.31283 34.06079)
23630,TR 4427,Bldg-Alter/Repair,Commercial,2020-06-25,14,NOAH,[Q]C2-1VL-SN,1919.02,34.08361,-118.33812,POINT (-118.33812 34.08361)
23632,TR 1200,Bldg-New,Apartment,2021-10-08,14,NOAH,[Q]R3-1,1282.1,34.18479,-118.44545,POINT (-118.44545 34.18479)
23633,NORMANDIE ACRE TRACT,Bldg-New,Apartment,2017-07-19,14,NOAH,R3-1,2112.01,34.07498,-118.29827,POINT (-118.29827 34.07498)
23634,TR 9689,Bldg-New,Apartment,2018-10-23,14,NOAH,[Q]C1.5-1VL,1286.01,34.17982,-118.43144,POINT (-118.43144 34.17982)
23636,TR 12200,Bldg-New,Apartment,2020-11-18,14,AH,[Q]R3-1-RIO,1431.0,34.14775,-118.36323,POINT (-118.36323 34.14775)
23637,LANKERSHIM,Bldg-New,Apartment,2018-04-25,14,NOAH,C4-2D-CA,1253.2,34.16605,-118.373,POINT (-118.373 34.16605)
23638,ROSEMONT TRACT,Bldg-New,Apartment,2020-12-01,14,NOAH,R3-1,2085.01,34.06864,-118.27209,POINT (-118.27209 34.06864)
23640,TR 1589,Bldg-New,Apartment,2017-10-10,14,NOAH,[Q]R3-1VL,2933.02,33.79764,-118.30346,POINT (-118.30346 33.79764)
23641,TR 9121,Bldg-New,Apartment,2020-12-11,14,NOAH,[Q]R3-1,1241.02,34.17641,-118.38243,POINT (-118.38243 34.17641)
23642,TR 1971,Bldg-New,Apartment,2020-07-06,14,NOAH,R3-1,2752.0,33.99648,-118.42004,POINT (-118.42004 33.99648)
23643,LA PALOMA ADDITION,Bldg-New,Apartment,2020-01-03,14,NOAH,R3-1,1925.1,34.08287,-118.30587,POINT (-118.30587 34.08287)
23645,TR 1787,Bldg-Addition,Apartment,2016-01-28,14,NOAH,R3-1-HPOZ,2127.02,34.05889,-118.32583,POINT (-118.32583 34.05889)
23648,BELGRAVIA,Bldg-Addition,Apartment,2022-01-25,14,NOAH,RD1.5-1-O,2247.0,34.0293,-118.28289,POINT (-118.28289 34.0293)
23649,TR 5609,Bldg-New,Apartment,2020-10-07,14,NOAH,RD1.5-1-O,2671.0,34.05623,-118.42457,POINT (-118.42457 34.05623)
23650,SUBDIVISION OF THE ADAMS STREET PARK TRACT,Bldg-New,Apartment,2021-01-27,14,AH,R3-1,2270.2,34.01492,-118.24942,POINT (-118.24942 34.01492)
23651,TR 179,Bldg-New,Apartment,2018-05-10,14,NOAH,R3-1,2117.01,34.06442,-118.31429,POINT (-118.31429 34.06442)
23654,TR 11895,Bldg-New,Apartment,2016-04-20,14,NOAH,R3-1,1172.01,34.23623,-118.47182,POINT (-118.47182 34.23623)
23656,TR 3125,Bldg-New,Apartment,2018-12-18,14,AH,R3-1,1926.2,34.07746,-118.29927,POINT (-118.29927 34.07746)
23657,SECTION 2 WESTBORO,Bldg-New,Apartment,2018-12-03,14,NOAH,R3-1,1924.2,34.07843,-118.31079,POINT (-118.31079 34.07843)
23658,HUTCHINSON TRACT,Bldg-New,Apartment,2022-03-18,14,NOAH,R3-1VL,1957.1,34.07342,-118.2691,POINT (-118.2691 34.07342)
23659,ARDMORE HEIGHTS,Bldg-New,Apartment,2022-03-30,14,AH,R3-1,1925.2,34.08316,-118.30153,POINT (-118.30153 34.08316)
23660,TR 8090,Bldg-New,Apartment,2016-07-29,14,NOAH,R3-1VL,1254.02,34.15779,-118.37677,POINT (-118.37677 34.15779)
23664,TR 2524,Bldg-New,Apartment,2017-09-05,14,NOAH,(Q)RD1.5-1,1201.08,34.23171,-118.45633,POINT (-118.45633 34.23171)
23667,TR 7919,Bldg-New,Apartment,2016-10-03,14,NOAH,R3-1,2719.01,34.01065,-118.42175,POINT (-118.42175 34.01065)
23668,TR 1566,Bldg-New,Commercial,2017-10-06,14,NOAH,[Q]C2-1VL,2199.01,34.03266,-118.35751,POINT (-118.35751 34.03266)
23669,TR 5980,Bldg-New,Commercial,2022-09-15,14,NOAH,[Q]C2-1VL,1955.0,34.08914,-118.26848,POINT (-118.26848 34.08914)
23671,TR 7257,Bldg-New,1 or 2 Family Dwelling,2022-11-21,14,NOAH,RE20-1-H,2624.0,34.06579,-118.49705,POINT (-118.49705 34.06579)
23672,TR 53034-C,Bldg-New,Apartment,2018-06-12,14,NOAH,[Q]RD1.5-1,2655.2,34.05303,-118.43704,POINT (-118.43704 34.05303)
23673,ORCHARD TRACT,Bldg-Alter/Repair,Commercial,2020-02-11,15,NOAH,C2-2D-O,2062.0,34.04691,-118.24456,POINT (-118.24456 34.04691)
23677,TR 5191,Bldg-New,Apartment,2016-03-30,15,NOAH,[Q]R3-1,1944.02,34.08599,-118.37447,POINT (-118.37447 34.08599)
23678,THE PALMS,Bldg-New,Apartment,2018-04-05,15,NOAH,R3-1,2699.06,34.02439,-118.40379,POINT (-118.40379 34.02439)
23679,,Bldg-New,Apartment,2017-04-06,15,NOAH,R3-1XL,1916.2,34.08841,-118.30249,POINT (-118.30249 34.08841)
23680,TR 53783-C,Bldg-New,Apartment,2019-03-04,15,NOAH,(T)C4-2D,1082.02,34.2779,-118.57107,POINT (-118.57107 34.2779)
23681,TR 53783-C,Bldg-New,Apartment,2019-03-04,15,NOAH,(T)C4-2D,1082.02,34.2779,-118.57107,POINT (-118.57107 34.2779)
23682,TR 7428,Bldg-New,Apartment,2019-07-29,15,NOAH,R3-1,2753.11,33.98726,-118.4165,POINT (-118.4165 33.98726)
23683,WEST NINTH STREET HEIGHTS,Bldg-New,Apartment,2017-11-08,15,NOAH,R4-1,2123.05,34.0547,-118.29774,POINT (-118.29774 34.0547)
23684,TR 72496-C,Bldg-Alter/Repair,Apartment,2016-05-13,15,NOAH,R3-1-O,2163.0,34.05864,-118.36241,POINT (-118.36241 34.05864)
23685,LA PALOMA TRACT,Bldg-New,Apartment,2021-07-22,15,NOAH,R4-1VL,1909.01,34.0919,-118.31033,POINT (-118.31033 34.0919)
23686,TR 4981,Bldg-New,Apartment,2022-12-29,15,NOAH,R3-1,2193.0,34.03024,-118.33022,POINT (-118.33022 34.03024)
23687,TR 8235,Bldg-New,Apartment,2019-03-20,15,NOAH,[Q]R4-1L,2655.1,34.05517,-118.4445,POINT (-118.4445 34.05517)
23690,TR 14317,Bldg-New,Apartment,2022-05-03,15,NOAH,R3-1,2716.0,34.02345,-118.43675,POINT (-118.43675 34.02345)
23691,BREARLEY AND SINSABAUGH TRACT,Bldg-New,Apartment,2020-07-08,15,NOAH,[Q]R4-1,2226.0,34.01845,-118.29362,POINT (-118.29362 34.01845)
23692,SUBDIVISION OF LOTS 2 AND 3 AND PART OF LOTS 4 AND 5 OF BLOCK 60 AND PART OF LOT,Bldg-New,Apartment,2021-01-21,15,AH,[Q]R4-1-CUGU,2044.1,34.04784,-118.21239,POINT (-118.21239 34.04784)
23693,LANKERSHIM RANCH LAND AND WATER CO.,Bldg-New,Apartment,2018-11-09,15,NOAH,R1-1,1240.0,34.16344,-118.40507,POINT (-118.40507 34.16344)
23694,"35 ACRE LOTS OF THE LOS ANGELES CITY LANDS ""HANCOCK SURVEY""",Bldg-New,Apartment,2019-10-25,15,NOAH,R3-1-RIO-CUGU,2060.32,34.04805,-118.22062,POINT (-118.22062 34.04805)
23695,ATTANASIO CONTE TRACT,Bldg-New,Apartment,2022-05-20,15,NOAH,R3-1,1255.02,34.15755,-118.36872,POINT (-118.36872 34.15755)
23696,NORTH PARK TRACT,Bldg-New,Apartment,2018-05-16,15,AH,R3-1,1911.2,34.09488,-118.30619,POINT (-118.30619 34.09488)
23697,TR 784,Bldg-New,Apartment,2019-02-14,15,NOAH,R3-1,2751.02,34.0,-118.41342,POINT (-118.41342 34)
23698,DEL MAR,Bldg-New,Apartment,2019-12-03,15,NOAH,R3-1,2722.01,34.0001,-118.43547,POINT (-118.43547 34.0001)
23699,MANSFIELD'S LINCOLN TRACT,Bldg-New,Apartment,2022-05-25,15,NOAH,R3-1,1909.02,34.09266,-118.31603,POINT (-118.31603 34.09266)
23700,TR 1479,Bldg-New,Apartment,2017-04-03,15,NOAH,RD1.5-1VL,1242.04,34.17311,-118.37446,POINT (-118.37446 34.17311)
23701,AHERN BLOCK,Bldg-New,Apartment,2019-05-07,15,NOAH,RD1.5-1,2226.0,34.02403,-118.29441,POINT (-118.29441 34.02403)
23704,THREE G TRACT,Bldg-New,Apartment,2018-08-22,15,NOAH,C2-1VL,2371.01,33.9828,-118.29168,POINT (-118.29168 33.9828)
23705,TR 7555,Bldg-New,Apartment,2017-11-01,15,NOAH,R3-1-O,2148.0,34.07174,-118.37111,POINT (-118.37111 34.07174)
23706,TR 15152,Bldg-Alter/Repair,Apartment,2016-09-27,15,NOAH,(Q)C2-1VL,1394.01,34.16963,-118.54066,POINT (-118.54066 34.16963)
23707,TR 6318,Bldg-New,Apartment,2022-05-05,15,NOAH,R3-1-RIO,1431.0,34.15049,-118.36341,POINT (-118.36341 34.15049)
23711,TR 7171,Bldg-New,Apartment,2018-01-23,15,NOAH,[Q]R3-1-O,2164.01,34.05635,-118.38162,POINT (-118.38162 34.05635)
23713,THE PALMS,Bldg-New,Apartment,2018-08-13,15,NOAH,R4-1,2699.04,34.02849,-118.4115,POINT (-118.4115 34.02849)
23717,TR 5609,Bldg-New,Apartment,2019-11-07,15,NOAH,R3-1-O,2671.0,34.04921,-118.43071,POINT (-118.43071 34.04921)
23718,G. H. FRUHLING ROMEO PLACE TRACT,Bldg-New,Apartment,2019-12-23,15,NOAH,[Q]C2-1VL-O-HPOZ,2218.1,34.03245,-118.29412,POINT (-118.29412 34.03245)
23719,TR 8235,Bldg-New,Apartment,2022-10-18,15,NOAH,[Q]R4-1L,2655.1,34.05284,-118.44296,POINT (-118.44296 34.05284)
23720,TR 7578,Bldg-New,Apartment,2017-08-22,16,NOAH,[Q]R3-1-RIO,1434.0,34.15056,-118.39892,POINT (-118.39892 34.15056)
23721,LYMAN HILL TRACT,Bldg-New,Apartment,2021-04-23,16,NOAH,C2-1D,1913.01,34.09107,-118.2885,POINT (-118.2885 34.09107)
23722,WESTFIELDS,Bldg-New,Apartment,2020-09-02,16,NOAH,R3-1,2115.0,34.07541,-118.31012,POINT (-118.31012 34.07541)
23723,IVANHOE,Bldg-New,Apartment,2021-07-20,16,NOAH,RD1.5-1XL-RIO,1882.01,34.10972,-118.26574,POINT (-118.26574 34.10972)
23724,TR 9689,Bldg-New,Apartment,2020-12-18,16,NOAH,(T)[Q]RAS4-1VL,1286.01,34.17963,-118.43183,POINT (-118.43183 34.17963)
23727,TR 29827-C,Bldg-New,Apartment,2017-06-15,16,NOAH,RD2-1,2626.04,34.04136,-118.55527,POINT (-118.55527 34.04136)
23728,TR 1468,Bldg-New,Apartment,2018-08-30,16,NOAH,R1-1,1238.0,34.18245,-118.40507,POINT (-118.40507 34.18245)
23730,TR 5609,Bldg-New,Apartment,2020-12-28,16,NOAH,R3-1-O,2671.0,34.05078,-118.4321,POINT (-118.4321 34.05078)
23731,TR 6170,Bldg-New,Apartment,2021-04-19,16,NOAH,R3-1,1372.01,34.16582,-118.62109,POINT (-118.62109 34.16582)
23732,TR 6790,Bldg-New,Apartment,2018-09-17,16,NOAH,R3-1,1945.0,34.07898,-118.36278,POINT (-118.36278 34.07898)
23733,TR 1417,Bldg-New,Apartment,2018-08-30,16,NOAH,R3-1,1924.1,34.07636,-118.31517,POINT (-118.31517 34.07636)
23734,TR 5609,Bldg-New,Apartment,2018-04-26,16,NOAH,R3-1-O,2671.0,34.0501,-118.43148,POINT (-118.43148 34.0501)
23735,TR 1000,Bldg-New,Apartment,2021-08-23,16,AH,[Q]R3-1,1236.02,34.18181,-118.43105,POINT (-118.43105 34.18181)
23736,PALMER'S VERMONT AND VERNON AVENUE TRACT,Bldg-New,Apartment,2022-02-15,16,NOAH,[Q]C2-1VL,2317.1,34.00478,-118.29134,POINT (-118.29134 34.00478)
23737,BL. 6 OF THE MOULTON TRACT,Bldg-New,Apartment,2022-02-15,16,NOAH,R3-1,1999.0,34.0644,-118.21294,POINT (-118.21294 34.0644)
23738,TR 5609,Bldg-New,Apartment,2021-12-13,16,NOAH,R3-1-O,2671.0,34.05128,-118.4218,POINT (-118.4218 34.05128)
23744,COUNTRY CLUB PARK,Bldg-New,Apartment,2017-11-14,16,NOAH,R4-1,2126.2,34.05709,-118.31103,POINT (-118.31103 34.05709)
23746,TR 10000,Bldg-New,Apartment,2019-11-14,16,NOAH,R4-1,1413.02,34.14981,-118.46776,POINT (-118.46776 34.14981)
23747,BARRETT VILLA TRACT,Bldg-New,Apartment,2019-11-21,16,NOAH,R4-1,2673.0,34.04476,-118.4458,POINT (-118.4458 34.04476)
