X,Y,OBJECTID,FID_,Parcel_Num,Property_C,Property_S,Inventory,Zoned_As,Address1,County,City,Longitude,Latitude,Council_Di,Square_Foo,Business_I
-118.376655599976,33.9464492998489,141,0,4128020906,Vacant Land,Owned,Airports, ,5443 W 99TH PL,LOS ANGELES,LOS ANGELES,-118.3766556,33.9464493,11,7433.969225,None
-118.373672499733,33.9458617995351,142,0,4128023901,Vacant Land,Owned,Airports, ,5312 W 99TH PL,LOS ANGELES,LOS ANGELES,-118.3736725,33.9458618,11,7411.034739,None
-118.435318000005,34.0363808003977,143,0,4256010901,Commercial Improved,Owned,General Services, ,11110 W PICO BLVD,LOS ANGELES,LOS ANGELES,-118.435318,34.0363808,5,46139.73425,None
-118.435489899821,34.0349751995105,144,0,4256011902,Public Facility,Owned,DOT,[Q]PF-1XL,11214 EXPOSITION BLVD,LOS ANGELES,LOS ANGELES,-118.4354899,34.0349752,5,112662.6537,None
-118.440433400695,34.0347716005447,145,0,4260023900,Public Facility,Owned,General Services,[Q]M2-1VL-CDO,11361 W PICO BLVD,LOS ANGELES,LOS ANGELES,-118.4404334,34.0347716,11,83028.6254,None
-118.445343600123,34.0433850000531,146,0,4261020900,Public Facility,Owned,General Services,C2-1VL,1828 SAWTELLE BLVD,LOS ANGELES,LOS ANGELES,-118.4453436,34.043385,11,13770.91797,None
-118.445632899865,34.0439681999066,147,0,4261020901,Parking Facility,Owned,General Services, ,11266 NEBRASKA AVE,LOS ANGELES,LOS ANGELES,-118.4456329,34.0439682,11,4220.2995,None
-118.429031400102,34.0949707001469,148,0,4356011900,Vacant Land,Surplus-Undeclared,General Services,RE15-1-H,1318 BENEDICT CANYON DR,LOS ANGELES,LOS ANGELES,-118.4290314,34.0949707,5,52606.70188,None
-118.46217350014,34.0883674997054,149,0,4369007900,Residential Improved,Surplus-Undeclared,General Services,RE20-1-H,11381 CHALON RD,LOS ANGELES,LOS ANGELES,-118.4621735,34.0883675,5,65844.3954,None
-118.525436400013,34.0361289998877,150,0,4412027902,Residential Improved,Surplus-Declared,General Services,R1-1,15206 EARLHAM ST,LOS ANGELES,LOS ANGELES,-118.5254364,34.036129,11,10330.06441,None
-118.554321300376,34.0454902992984,151,0,4416007905,Vacant Land,Surplus-Undeclared,General Services,RE15-1-H,412 PASEO MIRAMAR,LOS ANGELES,LOS ANGELES,-118.5543213,34.0454903,11,16541.68468,None
-118.565948500526,34.0422362997753,152,0,4416015901,Vacant Land,Surplus-Undeclared,General Services,R1-1,17945 PORTO MARINA WAY,LOS ANGELES,LOS ANGELES,-118.5659485,34.0422363,11,9468.248052,None
-118.565727199657,34.0424308993176,153,0,4416015902,Residential Vacant Land,Owned,General Services, ,17916 CASTELLAMMARE DR,LOS ANGELES,LOS ANGELES,-118.5657272,34.0424309,11,7364.052436,None
-118.564872699701,34.0420226997828,154,0,4416015903,Vacant Land,Surplus-Undeclared,General Services,R1-1,17863 PORTO MARINA WAY,LOS ANGELES,LOS ANGELES,-118.5648727,34.0420227,11,4089.564449,None
-118.564590499344,34.0421410006965,155,0,4416015904,Residential Improved,Surplus-Undeclared,General Services,R1-1,17853 PORTO MARINA WAY,LOS ANGELES,LOS ANGELES,-118.5645905,34.042141,11,3695.14584,None
-118.565101599418,34.0419312004693,156,0,4416015905,Residential Improved,Surplus-Undeclared,General Services,R1-1,17909 PORTO MARINA WAY,LOS ANGELES,LOS ANGELES,-118.5651016,34.0419312,11,8884.984864,None
-118.56540680024,34.0420380002759,157,0,4416015906,Vacant Land,Surplus-Undeclared,General Services,R1-1,17919 PORTO MARINA WAY,LOS ANGELES,LOS ANGELES,-118.5654068,34.042038,11,4905.302126,None
-118.564743000042,34.0420837000147,158,0,4416015910,Vacant Land,Surplus-Undeclared,General Services,R1-1,17857 PORTO MARINA WAY,LOS ANGELES,LOS ANGELES,-118.564743,34.0420837,11,3690.567051,None
-118.317436199554,33.9903450000506,159,0,5005006909,Commercial Improved,Owned,General Services, ,5719 S VAN NESS AVE,LOS ANGELES,LOS ANGELES,-118.3174362,33.990345,8,4453.750842,None
-118.317436199554,33.9905739006003,160,0,5005006910,Public Facility,Owned,General Services, ,5711 S VAN NESS AVE,LOS ANGELES,LOS ANGELES,-118.3174362,33.9905739,8,4532.7885,None
-118.317436199554,33.9906883003686,161,0,5005006911,Public Facility,Owned,General Services, ,5707 S VAN NESS AVE,LOS ANGELES,LOS ANGELES,-118.3174362,33.9906883,8,4531.1115,None
-118.331277599555,33.9957837997442,162,0,5013018900,Commercial Improved,Owned,General Services, ,5133 CRENSHAW BLVD,LOS ANGELES,LOS ANGELES,-118.3312776,33.9957838,8,12045.50595,None
-118.317877999994,33.9963409999042,163,0,5015029900,Residential Improved,Owned,General Services, ,5114 ARLINGTON AVE,LOS ANGELES,LOS ANGELES,-118.317878,33.996341,8,938.9644001,None
-118.31787870068,33.9963416992424,164,0,5015030900,Residential Improved,Owned,General Services, ,5114 ARLINGTON AVE,LOS ANGELES,LOS ANGELES,-118.3178787,33.9963417,8,4038.199901,None
-118.307472000184,34.0135990001516,165,0,5036025905,Public Facility,Owned,General Services, ,3926 S HOBART BLVD,LOS ANGELES,LOS ANGELES,-118.307472,34.013599,8,5206.00015,None
-118.307868999844,34.0145235000125,166,0,5036026903,Public Facility,Owned,General Services, ,3937 S HOBART BLVD,LOS ANGELES,LOS ANGELES,-118.307869,34.0145235,8,6513.441301,None
-118.308097799849,34.0144691002947,167,0,5036026910,Parking Facility,Owned,General Services, ,3901 S HOBART BLVD,LOS ANGELES,LOS ANGELES,-118.3080978,34.0144691,8,6563.243751,None
-118.318763699338,34.0187416006085,168,0,5042008906,Commercial Improved,Owned,General Services, ,3792 2ND AVE,LOS ANGELES,LOS ANGELES,-118.3187637,34.0187416,10,5855.7853,None
-118.318710299885,34.0188445995308,169,0,5042008907,Commercial Improved,Owned,General Services, ,3790 2ND AVE,LOS ANGELES,LOS ANGELES,-118.3187103,34.0188446,10,6190.74645,None
-118.352699300131,34.0280190003817,170,0,5049030904,Public Facility,Owned,General Services, ,2922 S LA BREA AVE,LOS ANGELES,LOS ANGELES,-118.3526993,34.028019,10,4491.141601,None
-118.352767899978,34.0279273996017,171,0,5049030906,Public Facility,Owned,General Services, ,2926 S LA BREA AVE,LOS ANGELES,LOS ANGELES,-118.3527679,34.0279274,10,4445.4064,None
-118.352836600436,34.027831999575,172,0,5049030907,Public Facility,Owned,General Services, ,2930 S LA BREA AVE,LOS ANGELES,LOS ANGELES,-118.3528366,34.027832,10,4399.3403,None
-118.340736400458,34.0327797001075,173,0,5050006909,Parking Facility,Owned,General Services, ,4601 W ADAMS BLVD,LOS ANGELES,LOS ANGELES,-118.3407364,34.0327797,10,9511.395249,None
-118.340826999148,34.0332329994752,174,0,5050006911,Street Median,Owned,General Services, ,2528 W BLVD NO 16,LOS ANGELES,LOS ANGELES,-118.340827,34.033233,10,4800.066001,None
-118.33383940071,34.0339850998859,175,0,5059004900,Residential Vacant Land,Owned,General Services, ,2450 CRENSHAW BLVD,LOS ANGELES,LOS ANGELES,-118.3338394,34.0339851,10,8273.462901,None
-118.333763100504,34.0341110000662,176,0,5059004901,Residential Vacant Land,Owned,General Services, ,2444 CRENSHAW BLVD,LOS ANGELES,LOS ANGELES,-118.3337631,34.034111,10,8087.54199,None
-118.309776300161,34.0411910998774,177,0,5073013901,Parking Facility,Owned,General Services, ,1818 S MANHATTAN PL,LOS ANGELES,LOS ANGELES,-118.3097763,34.0411911,10,6628.168801,None
-118.309768699515,34.0410575996957,178,0,5073013902,Parking Facility,Owned,General Services, ,1822 S MANHATTAN PL,LOS ANGELES,LOS ANGELES,-118.3097687,34.0410576,10,6625.346401,None
-118.300333300624,34.0532793998616,179,0,5078001904,Open Space,Owned,General Services, ,983 S NORMANDIE AVE,LOS ANGELES,LOS ANGELES,-118.3003333,34.0532794,10,1493.813766, 
-118.254616000233,33.99633989988,180,0,0,Public Safety Facility,Owned,LAFD,PF-1,1169 E 52ND ST,LOS ANGELES,LOS ANGELES,-118.254616,33.9963399,9,17421.1,None
-118.25480499948,33.9968378995245,181,0,0,Public Safety Facility,Owned,LAFD,PF-1,1166 E 51ST ST,LOS ANGELES,LOS ANGELES,-118.254805,33.9968379,9,5197.5,None
-118.267326399732,34.0108643000555,182,0,5113002901,Public Facility,New,TBD, ,416 E MARTIN LUTHER KING JR BLVD,LOS ANGELES,LOS ANGELES,-118.2673264,34.0108643,9,3413.076587,None
-118.253890999611,34.0060158007331,183,0,5115031900,Residential Improved,Owned,General Services, ,1211 E 43RD ST,LOS ANGELES,LOS ANGELES,-118.253891,34.0060158,9,6034.008001,None
-118.268051099417,34.0115813997957,184,0,5121013902,Commercial Improved,Owned,General Services, ,3817 S SAN PEDRO ST,LOS ANGELES,LOS ANGELES,-118.2680511,34.0115814,9,5749.3861,None
-118.260314899819,34.0239715993079,185,0,5127008903,Maintenance Yard,Owned,General Services, ,654 E 23RD ST,LOS ANGELES,LOS ANGELES,-118.2603149,34.0239716,9,4804.48155,None
-118.263313300167,34.0300483993152,186,0,5127029902,Commercial Improved,Owned,General Services, ,206 E WASHINGTON BLVD,LOS ANGELES,LOS ANGELES,-118.2633133,34.0300484,9,7507.494251,None
-118.263587999591,34.0298614997627,187,0,5127029903,Commercial Improved,Owned,General Services, ,1918 S LOS ANGELES ST,LOS ANGELES,LOS ANGELES,-118.263588,34.0298615,9,6786.259999,None
-118.263057300074,34.0302185001897,188,0,5127029904,Commercial Improved,Owned,General Services, ,224 E WASHINGTON BLVD,LOS ANGELES,LOS ANGELES,-118.2630573,34.0302185,9,35227.44029,None
-118.272392299656,34.0417938002068,189,0,5134007921,Parking Facility,Owned,General Services, ,1332 BOND ST,LOS ANGELES,LOS ANGELES,-118.2723923,34.0417938,9,52038.77144,None
-118.273685600577,34.0452113000934,190,0,5137030916,Commercial Improved,Owned,General Services,C2-1,1423 W 12TH ST,LOS ANGELES,LOS ANGELES,-118.2736856,34.0452113,1,85400.60676,None
-118.242814499969,34.0537125994347,191,0,5161005906,Public Facility,Owned,General Services,OS-2D,200 N SPRING ST,LOS ANGELES,LOS ANGELES,-118.2428145,34.0537126,14,255337.9715,None
-118.251548999139,34.0588333996288,192,0,5161006908,Public Facility,Owned,General Services,C4-2D,201 N FIGUEROA ST,LOS ANGELES,LOS ANGELES,-118.251549,34.0588334,14,39701.12386,None
-118.251085899644,34.059257000186,193,0,5161006909,Public Facility,Owned,General Services,[Q]C4-2D C4-2D,221 N FIGUEROA ST,LOS ANGELES,LOS ANGELES,-118.2510859,34.059257,14,44760.54695,None
-118.241544999911,34.0534056993555,194,0,5161010901,Commercial Improved,Owned,General Services, ,201 N LOS ANGELES ST,LOS ANGELES,LOS ANGELES,-118.241545,34.0534057,14,103595.1358,None
-118.242749000208,34.0530149998775,195,0,0,Public Facility,Owned,General Services, ,200 N MAIN ST,LOS ANGELES,LOS ANGELES,-118.242749,34.053015,14,552481,None
-118.243837600229,34.0500817999648,196,0,5161026901,Public Facility,Owned,LAPL,C2-4D-CDO,203 S LOS ANGELES ST,LOS ANGELES,LOS ANGELES,-118.2438376,34.0500818,14,20877.03785,None
-118.23444490006,34.0202525002839,197,0,5167019900,Commercial Improved,Owned,General Services,M3-1-RIO,2201 E WASHINGTON BLVD,LOS ANGELES,LOS ANGELES,-118.2344449,34.0202525,14,397120.0399,None
-118.230003400225,34.0195885002554,198,0,5168009901,Industrial Improved,Owned,General Services,M3-1-RIO,2050 S SANTA FE AVE,LOS ANGELES,LOS ANGELES,-118.2300034,34.0195885,14,3314.325001,None
-118.229995699866,34.0166320999708,199,0,5168019901,Industrial Vacant Land,Owned,General Services,M3-1-RIO,2320 S SANTA FE AVE,LOS ANGELES,LOS ANGELES,-118.2299957,34.0166321,14,6099.272201,None
-118.229995699866,34.0163878997431,200,0,5168019902,Industrial Improved,Owned,General Services, ,2328 S SANTA FE AVE,LOS ANGELES,LOS ANGELES,-118.2299957,34.0163879,14,6249.3486,None
-118.229995699866,34.0165137999717,201,0,5168019904,Industrial Vacant Land,Owned,General Services, ,2324 S SANTA FE AVE,LOS ANGELES,LOS ANGELES,-118.2299957,34.0165138,14,6106.792,None
-118.229988100119,34.0161017996661,202,0,5168020901,Industrial Vacant Land,Owned,General Services, ,2400 S SANTA FE AVE,LOS ANGELES,LOS ANGELES,-118.2299881,34.0161018,14,6302.62345,None
-118.229988100119,34.0159798005148,203,0,5168020902,Industrial Improved,Owned,General Services, ,2406 S SANTA FE AVE,LOS ANGELES,LOS ANGELES,-118.2299881,34.0159798,14,6162.819552,None
-118.229980499473,34.0158576999228,204,0,5168020903,Industrial Improved,Owned,General Services, ,2408 S SANTA FE AVE,LOS ANGELES,LOS ANGELES,-118.2299805,34.0158577,14,6164.015548,None
-118.229980499473,34.0157355998998,205,0,5168020904,Industrial Improved,Owned,General Services, ,2414 S SANTA FE AVE,LOS ANGELES,LOS ANGELES,-118.2299805,34.0157356,14,6162.6158,None
-118.221939099952,34.0426636001242,206,0,5171001908,Commercial Improved,Owned,General Services, ,1622 E 4TH ST,LOS ANGELES,LOS ANGELES,-118.2219391,34.0426636,14,3861.1771,None
-118.222137500069,34.042648299744,207,0,5171001910,Commercial Improved,Owned,General Services, ,1616 E 4TH ST,LOS ANGELES,LOS ANGELES,-118.2221375,34.0426483,14,3989.2726,None
-118.22203830001,34.0426558996899,208,0,5171001911,Commercial Improved,Owned,General Services, ,1620 E 4TH ST,LOS ANGELES,LOS ANGELES,-118.2220383,34.0426559,14,3925.5852,None
-118.22637179989,34.037364999416,209,0,5171014902,Commercial Vacant Land,Owned,General Services, ,633 S MISSION RD,LOS ANGELES,LOS ANGELES,-118.2263718,34.037365,14,33327.5,None
-118.205703700498,34.0386466996465,210,0,5180013901,Parking Facility,Owned,General Services, ,2826 E 3RD ST,LOS ANGELES,LOS ANGELES,-118.2057037,34.0386467,14,6095.653,None
-118.212402299231,34.0452728004613,211,0,5183006908,Parking Facility,Owned,General Services, ,127 N CHICAGO ST,LOS ANGELES,LOS ANGELES,-118.2124023,34.0452728,14,9047.80695,None
-118.213115999944,34.0455851993704,212,0,5183006909,Public Facility,Owned,LAPD, ,126 N SAINT LOUIS ST,LOS ANGELES,LOS ANGELES,-118.213116,34.0455852,14,7475.467601,None
-118.213046000523,34.0454059999939,213,0,5183006910,Parking Facility,Owned,General Services, ,122 N SAINT LOUIS ST,LOS ANGELES,LOS ANGELES,-118.213046,34.045406,14,7503.431148,None
-118.212889299303,34.0445621999353,214,0,5183006912,Parking Facility,Owned,General Services, ,2117 1/8 E 1ST ST,LOS ANGELES,LOS ANGELES,-118.2128893,34.0445622,14,4498.483601,None
-118.212487999407,34.0438279997122,215,0,5183009902,Parking Facility,Owned,LAPL, ,126 S CHICAGO ST,LOS ANGELES,LOS ANGELES,-118.212488,34.043828,14,7403.68465,None
-118.210372899901,34.0307158998867,216,0,5189004026,Residential Vacant Land,Owned,General Services, ,938 CAMULOS ST,LOS ANGELES,LOS ANGELES,-118.2103729,34.0307159,14,5844.70295,None
-118.209960900173,34.0241012995158,217,0,5190010900,Commercial Improved,Owned,General Services, ,1164 S DACOTAH ST,LOS ANGELES,LOS ANGELES,-118.2099609,34.0241013,14,5133.032099,None
-118.19295499953,34.0791473002178,218,0,5209030902,Vacant Land,Owned,General Services, ,4281 HUNTINGTON DR S,LOS ANGELES,LOS ANGELES,-118.192955,34.0791473,14,3617.6629,None
-118.199668000054,34.0687400003227,219,0,5211020900,Commercial Improved,Leased,General Services, ,3839 SELIG PL,LOS ANGELES,LOS ANGELES,-118.199668,34.06874,1,65261.26415,None
-118.177322399277,34.0670662003873,220,0,5223004900,Residential Vacant Land,Owned,General Services, ,2029 N MARIANNA AVE,LOS ANGELES,LOS ANGELES,-118.1773224,34.0670662,14,3000.4634,None
-118.198059100312,34.091751099878,221,0,5304017901,Vacant Land,Surplus-Undeclared,General Services,OS-1XL,711 MONTECITO DR,LOS ANGELES,LOS ANGELES,-118.1980591,34.0917511,1,4980.467581,None
-118.265640299673,34.0769156998588,222,0,5402030900,Parking Facility,Owned,General Services, ,1017 MOHAWK ST,LOS ANGELES,LOS ANGELES,-118.2656403,34.0769157,13,7490.36995,None
-118.262318999895,34.0781699999624,223,0,5404001901,Public Facility,Owned,LAPL, ,2011 W  SUNSET BLVD,LOS ANGELES,LOS ANGELES,-118.262319,34.07817,13,7892.8208,None
-118.281524700395,34.0484467004724,224,0,5404001903,Industrial Improved,Owned,General Services, ,1206 S ALVARADO ST,LOS ANGELES,LOS ANGELES,-118.2815247,34.0484467,1,5888.15285,None
-118.262508000041,34.0784929993638,225,0,5404001904,Parking Facility,Owned,LAPL, ,1214 N ALVARADO ST,LOS ANGELES,LOS ANGELES,-118.262508,34.078493,13,7007.711099,None
-118.252021800439,34.0683556007034,226,0,5405024900,Commercial Improved,Owned,General Services, ,707 E KENSINGTON RD,LOS ANGELES,LOS ANGELES,-118.2520218,34.0683556,1,7273.074551,None
-118.239456200381,34.0574225995512,227,0,5408007903,Public Facility,Owned,General Services, ,208 W CESAR E CHAVEZ AVE,LOS ANGELES,LOS ANGELES,-118.2394562,34.0574226,14,2559.915149,None
-118.251518199501,34.0669707997363,228,0,5408012905,Parking Facility,Owned,General Services, ,208 1/2 BELLEVUE AVE,LOS ANGELES,LOS ANGELES,-118.2515182,34.0669708,1,47.74394984,None
-118.227363600151,34.0697403001599,229,0,5409002904,Industrial Improved,Owned,General Services, ,1701 N SPRING ST,LOS ANGELES,LOS ANGELES,-118.2273636,34.0697403,1,9026.934652,None
-118.218648000636,34.0572389999729,230,0,5410009913,Vacant Land,Owned,General Services, ,850 N MISSION RD,LOS ANGELES,LOS ANGELES,-118.218648,34.057239,14,50852.81879,None
-118.255248999894,34.0893783997011,231,0,5420004900,Public Facility,Owned,General Services, ,1953 LAKE SHORE AVE,LOS ANGELES,LOS ANGELES,-118.255249,34.0893784,13,6242.985148,None
-118.25956730028,34.100177800205,232,0,5439006901,Public Facility,Owned,General Services, ,2403 GLENDALE BLVD,LOS ANGELES,LOS ANGELES,-118.2595673,34.1001778,13,6785.38565,None
-118.223350499688,34.0768852000036,233,0,5447007901,Industrial Improved,Owned,General Services, ,303 N SAN FERNANDO RD,LOS ANGELES,LOS ANGELES,-118.2233505,34.0768852,1,52767.27518,None
-118.223243699882,34.0697440996628,234,0,5447027907,Vacant Land,Owned,General Services, ,255 S AVENUE 17,LOS ANGELES,LOS ANGELES,-118.2232437,34.0697441,1,48913.39195,None
-118.222537099453,34.069162599619,235,0,5447027908,Vacant Land,Owned,RAP, ,1739 ALBION ST,LOS ANGELES,LOS ANGELES,-118.2225371,34.0691626,1,154385.8437,None
-118.249290499768,34.119834899395,236,0,5458006904,Parking Facility,Owned,General Services, ,3022 TREADWELL ST,LOS ANGELES,LOS ANGELES,-118.2492905,34.1198349,13,4034.572851,None
-118.249382000366,34.1197623997578,237,0,5458006905,Parking Facility,Owned,General Services, ,3012 TREADWELL ST,LOS ANGELES,LOS ANGELES,-118.249382,34.1197624,13,6791.021998,None
-118.205601600678,34.0985412000124,238,0,5467010900,Residential Improved,Owned,General Services, ,4601 N FIGUEROA ST,LOS ANGELES,LOS ANGELES,-118.2056016,34.0985412,1,17175.92939,None
-118.193275500457,34.1086159004685,239,0,5468032902,Parking Facility,Owned,DOT, ,115 S AVE 56,LOS ANGELES,LOS ANGELES,-118.1932755,34.1086159,1,10499.69305,None
-118.218743000172,34.1240319993877,240,0,5474009901,Public Facility,Owned,General Services, ,4449 YORK BLVD,LOS ANGELES,LOS ANGELES,-118.218743,34.124032,14,6077.566049,None
-118.318857499624,34.0631902999756,241,0,5504008901,Residential Improved,Owned,General Services,RE15-1-HPOZ,605 S IRVING BLVD,LOS ANGELES,LOS ANGELES,-118.3188575,34.0631903,4,22531.03591,None
-118.309875500219,34.0800056002324,242,0,5522018900,Industrial Improved,Owned,General Services, ,4918 MAPLEWOOD AVE,LOS ANGELES,LOS ANGELES,-118.3098755,34.0800056,4,7258.93265,None
-118.310035700377,34.0800018004458,243,0,5522018901,Industrial Improved,Owned,General Services, ,4924 MAPLEWOOD AVE,LOS ANGELES,LOS ANGELES,-118.3100357,34.0800018,4,7257.9569,None
-118.310203599995,34.0800018004458,244,0,5522018902,Parking Facility,Owned,General Services, ,4928 MAPLEWOOD AVE,LOS ANGELES,LOS ANGELES,-118.3102036,34.0800018,4,7258.68295,None
-118.309707599703,34.0800056002324,245,0,5522018903,Parking Facility,Owned,General Services, ,4914 MAPLEWOOD AVE,LOS ANGELES,LOS ANGELES,-118.3097076,34.0800056,4,7259.183099,None
-118.357055699864,34.0786629003789,246,0,5527026900,Residential Improved,Owned,General Services, ,414 N SPAULDING AVE,LOS ANGELES,LOS ANGELES,-118.3570557,34.0786629,5,6353.977599,None
-118.308273300113,34.0837935998731,247,0,5535018902,Parking Facility,Owned,General Services, ,4961 MELROSE AVE,LOS ANGELES,LOS ANGELES,-118.3082733,34.0837936,13,7252.461401,None
-118.304779099796,34.0869597997829,248,0,5535032901,Park,Owned,General Services, ,922 N HOBART BLVD,LOS ANGELES,LOS ANGELES,-118.3047791,34.0869598,13,7253.848501,None
-118.287115799452,34.0899756003415,249,0,5539002908,Maintenance Yard,Owned,General Services, ,1007 N VIRGIL AVE,LOS ANGELES,LOS ANGELES,-118.2871158,34.0899756,13,6002.52025,None
-118.28980260028,34.092887899567,250,0,5542028900,Residential Vacant Land,Owned,General Services, ,1171 N MADISON AVE,LOS ANGELES,LOS ANGELES,-118.2898026,34.0928879,13,12191.13795,None
-118.289619399657,34.0930251998883,251,0,5542028902,Commercial Vacant Land,Owned,General Services, ,1175 N MADISON AVE,LOS ANGELES,LOS ANGELES,-118.2896194,34.0930252,13,6738.960301,None
-118.313301099791,34.1039618996868,252,0,5544002900,Residential Improved,Owned,HACLA, ,1816 N WILTON PL,LOS ANGELES,LOS ANGELES,-118.3133011,34.1039619,13,7333.885434,None
-118.345595200082,34.0976549000585,253,0,5548018900,Public Facility,Owned,LAPL,C4-1VL-SN,7140 SUNSET BLVD,LOS ANGELES,LOS ANGELES,-118.3455952,34.0976549,4,9803.0574,None
-118.345512399667,34.097385400136,254,0,5548018902,Parking Facility,Owned,General Services, ,1443 N DETROIT ST,LOS ANGELES,LOS ANGELES,-118.3455124,34.0973854,4,6412.7202,None
-118.345512399667,34.0972518999491,255,0,5548018903,Parking Facility,Owned,General Services, ,1437 N DETROIT ST,LOS ANGELES,LOS ANGELES,-118.3455124,34.0972519,4,6750.128249,None
-118.337837200168,34.1052475004407,256,0,5549018900,Vacant Land,Surplus-Undeclared,General Services,[Q]R4-1VL,1905 N HIGHLAND AVE,LOS ANGELES,LOS ANGELES,-118.3378372,34.1052475,4,10267.39325,None
-118.365959199987,34.097766900025,257,0,5554007900,Street Median,Owned,General Services,C4-1,8116 W SUNSET BLVD,LOS ANGELES,LOS ANGELES,-118.3659592,34.0977669,4,9593.072766,None
-118.36560819946,34.1009293006733,258,0,5555032900,Vacant Land,Surplus-Undeclared,General Services,R1-1,1635 LAUREL CANYON BLVD,LOS ANGELES,LOS ANGELES,-118.3656082,34.1009293,4,6161.785892,None
